id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
99529,99848,192909,7751,,32    Cyg,,20.257867,47.714208,324.6753,3.88,1.20,-14.0,3.960,-3.597,K3Ib-II comp,1.451,121.738655,-181.384936,240.194033,-0.00000108,0.00001256,-0.00000932,5.303497121594250,0.832770031905435,0.000000018810770805555600,0.000000005817764,,32,Cyg,1,99529,,2392.2138475120600,V1488,3.985,3.935
99743,100064,192947,7754,,6Alp2Cap,,20.300904,-12.544852,32.4465,61.78,2.85,0.7,3.580,1.024,G6/G8III,0.883,17.945333,-26.097385,-7.047505,0.00000846,0.00000485,0.00000028,5.314764237781550,-0.21894896809959600,0.00000029951789184722200,0.000000013817189,Alp-2,6,Cap,1,99743,,33.91563869058220,,,
100020,100345,193495,7776,,9Bet Cap,,20.350187,-14.781367,100.2004,48.42,14.00,-19.0,3.050,-1.954,A5:n,0.790,55.920163,-79.116953,-25.564218,0.00000936,0.00002750,0.00001153,5.327666598034360,-0.2579835241032440,0.00000023474678412500000,0.000000067873915,Bet,9,Cap,1,100020,,526.744488331906,,,
100128,100453,194093,7796,,37Gam Cyg,Sadr,20.370473,40.256679,561.7978,2.43,-0.93,-8.0,2.230,-6.518,F8Ib,0.673,249.318228,-348.795593,363.040966,0.00000270,0.00000760,-0.00000722,5.332977255083510,0.7026115975482890,0.000000011780972437500000,-0.000000004508767,Gam,37,Cyg,1,100128,,35253.318119588600,,,
100425,100751,193924,7790,,Alp Pav,Peacock,20.427459,-56.735090,54.8246,7.71,-86.15,2.0,1.940,-1.755,B2IV,-0.118,17.850262,-24.200974,-45.841245,-0.00000905,0.00001572,-0.00001427,5.347896379067430,-0.9902141215861190,0.00000003737913477083330,-0.000000417666985,Alp,,Pav,1,100425,,438.5306977749860,,,
101442,101769,196524,7882,,6Bet Del,,20.625816,14.595087,30.9310,118.28,-47.65,-23.0,3.640,1.188,F5IV,0.425,18.994041,-23.134214,7.794139,0.00000041,0.00002746,-0.00001284,5.399826077579190,0.25473232362996700,0.0000005734376213611110,-0.000000231013718,Bet,6,Del,1,101442,,29.16083798521230,,,
101445,101772,196171,7869,Gl 794.1,Alp Ind,,20.626116,-47.291502,30.1477,49.20,66.07,-1.3,3.110,0.714,K0III,0.998,12.976855,-15.802893,-22.152943,0.00000949,-0.00000022,0.00000753,5.399904590122900,-0.8253924132315180,0.00000023852833083333300,0.000000320316398,Alp,,Ind,1,101445,,45.12321133443370,,,
101629,101958,196867,7906,,9Alp Del,,20.660635,15.912072,77.8210,54.14,7.91,-3.0,3.770,-0.685,B9V,-0.057,48.015095,-57.406003,21.335542,0.00001325,0.00001599,0.00000203,5.408941596683610,0.2777180455516680,0.0000002624781266527780,0.000000038348762,Alp,9,Del,1,101629,,163.68165214278100,,,
101767,102098,197345,7924,,50Alp Cyg,Deneb,20.690532,45.280338,432.9004,1.56,1.55,-5.0,1.250,-6.932,A2Ia,0.092,197.250632,-232.113407,307.600832,-0.00000133,0.00000662,-0.00000134,5.416768542177070,0.790290982752855,0.000000007563093416666670,0.000000007514612,Alp,50,Cyg,1,101767,,51617.86054966730,Alp,1.294,1.224
102064,102395,197051,7913,,Bet Pav,,20.749314,-66.203212,41.4250,-42.40,10.57,10.0,3.420,0.334,A5IV,0.163,11.018527,-12.568841,-37.903223,-0.00000240,-0.00001018,-0.00000850,5.432157735341250,-1.1554640326079500,-0.00000020556100055555600,0.000000051244806,Bet,,Pav,1,102064,,64.0324324468947,,,
102091,102422,198149,7957,Gl 807,3Eta Cep,,20.754811,61.838782,14.2653,86.08,817.89,-86.8,3.410,2.639,K0IV,0.912,4.445240,-5.055924,12.575933,-0.00005612,0.00007285,-0.00005157,5.433596751616640,1.0792903488728500,0.00000041732761622222200,0.000003965242611,Eta,3,Cep,1,102091,,7.6630207227391900,,,
102157,102488,197989,7949,Gl 806.1A,53Eps Cyg,Gienah,20.770178,33.970256,22.2916,356.16,330.28,-10.9,2.480,0.739,K0III,1.021,12.262597,-13.834612,12.455654,0.00000944,0.00004737,0.00002337,5.43761981873354,0.59289281587296,0.0000017267124046666700,0.000001601242624,Eps,53,Cyg,1,102157,Gl 806.1,44.09608164506380,,,
102287,102618,198001,7950,,2Eps Aqr,,20.794598,-9.495776,63.6943,31.89,-35.32,-16.0,3.780,-0.241,A1V,0.000,41.969653,-46.744809,-10.507937,-0.00000466,0.00001993,-0.00000806,5.444012900811970,-0.16573255031667100,0.00000015460708272916700,-0.000000171236191,Eps,2,Aqr,1,102287,,108.74267195462400,,,
102895,103227,198700,7986,,Bet Ind,,20.913498,-58.454155,187.6173,21.06,-24.75,-5.0,3.670,-2.696,K0III,1.250,67.818551,-70.961830,-159.891518,-0.00000126,0.00002904,-0.00000742,5.47514089939041,-1.0202174619246200,0.000000102101761125,-0.000000119991385,Bet,,Ind,1,102895,,1043.277881459970,,,
103081,103413,199629,8028,,58Nu  Cyg,,20.952893,41.167136,114.8106,8.51,-23.97,-28.0,3.940,-1.360,A1Vn,0.027,60.355787,-61.863108,75.574805,-0.00000553,0.00001245,-0.00002889,5.485454684004390,0.7185020581639090,0.00000004125764421527780,-0.000000116209839,Nu,58,Cyg,1,103081,,304.7894989627980,,,
103725,104060,200905,8079,,62Xi  Cyg,,21.082184,43.927852,258.3979,8.60,0.35,-20.0,3.720,-3.341,K5Ibv SB,1.609,134.394395,-128.732159,179.263939,-0.00000341,0.00001818,-0.00001387,5.519302740822300,0.7666856508474110,0.000000041693976527777800,0.000000001696847,Xi,62,Cyg,1,103725,,1889.7310544316800,,,
104394,104732,202109,8115,,64Zet Cyg,,21.215607,30.226916,43.8789,6.87,-68.12,17.0,3.210,-0.001,G8II SB,0.990,28.278409,-25.253540,22.089851,0.00001762,-0.00001378,-0.00000377,5.554232942433620,0.5275592012680590,0.00000003330669985416670,-0.000000330255079,Zet,64,Cyg,1,104394,,87.17661466018500,,,
104549,104887,202444,8130,Gl 822.1A,65Tau Cyg,,21.246517,38.045317,20.3417,195.74,410.02,-23.1,3.740,2.198,F1IV,0.393,12.034413,-10.573279,12.536148,-0.00001996,0.00004323,0.00001728,5.56232510752511,0.6640160455392140,0.0000009489742983194440,0.000001987833053,Tau,65,Cyg,1,104549,Gl 822.1,11.502705477901100,Tau,3.748,3.738
104649,104987,202447,8131,,8Alp Equ,,21.263731,5.247845,58.3431,59.63,-94.33,-16.0,3.920,0.090,G0III+...,0.549,43.818116,-38.149671,5.336289,0.00000063,0.00002182,-0.00002806,5.56683174357598,0.09159216640849000,0.0000002890943977152780,-0.000000457324744,Alp,8,Equ,1,104649,,80.16780633876790,,,
104861,105199,203280,8162,Gl 826,5Alp Cep,Alderamin,21.309630,62.585573,15.0376,149.91,48.27,-11.5,2.450,1.564,A7IV-V,0.257,5.276111,-4.483201,13.348778,0.00000057,0.00001386,-0.00000882,5.578848152361650,1.0923243046711800,0.0000007267841885208330,0.000000234019563,Alp,5,Cep,1,104861,,20.62528697846570,,,
105540,105881,204075,8204,,34Zet Cap,,21.444452,-22.411332,118.2033,-2.61,18.88,3.0,3.770,-1.593,G4Ibp...,1.002,85.717547,-67.776385,-45.065401,0.00000453,-0.00000549,0.00000883,5.614144324280680,-0.3911515410878080,-0.000000012653637062500000,0.000000091532822,Zet,34,Cap,1,105540,,377.7461093882190,,,
105691,106032,205021,8238,,8Bet Cep,,21.477662,70.560716,210.0840,12.60,8.73,-8.0,3.230,-3.382,B2IIIv SB,-0.201,55.219515,-42.886719,198.108029,-0.00000090,0.00001695,-0.00000476,5.622838696507080,1.2315168153370500,0.00000006108652375,0.000000042324234,Bet,8,Cep,1,105691,,1962.4563241736900,Bet,3.257,3.207
105936,106278,204867,8232,,22Bet Aqr,Sadalsuud,21.525982,-5.571172,164.7446,22.79,-6.70,7.0,2.900,-3.184,G0Ib,0.828,130.759282,-98.929336,-15.993766,0.00001625,0.00001053,-0.00000602,5.635488811779080,-0.097235298222015,0.00000011048903779861100,-0.000000032482516,Bet,22,Aqr,1,105936,,1635.3096517445800,,,
106139,106481,205435,8252,,73Rho Cyg,,21.566350,45.591837,37.8931,-24.48,-93.88,7.0,3.980,1.087,G8III,0.885,21.314004,-15.774287,27.069852,0.00001125,-0.00001392,-0.00000695,5.6460571165291000,0.7957276744980240,-0.000000118682389,-0.000000455143083,Rho,73,Cyg,1,106139,,32.003685945865200,,,
106642,106985,206088,8278,NN 4209,40Gam Cap,,21.668181,-16.662308,48.1464,187.39,-22.33,-31.2,3.690,0.277,A7III:mp...,0.320,37.793496,-26.440950,-13.804954,-0.00000120,0.00005422,0.00000416,5.672716509308120,-0.2908121292653230,0.0000009084923559930560,-0.000000108258894,Gam,40,Cap,1,106642,,67.4838730870757,Gam,3.694,3.684
106746,107089,205478,8254,Gl 835.1,Nu  Oct,,21.691253,-77.390046,21.1999,64.83,-240.38,34.4,3.730,2.098,K0III,1.008,3.808297,-2.630174,-20.688835,-0.00000973,0.00001482,-0.00003973,5.678756758166210,-1.350711116207340,0.0000003143047091041670,-0.000001165395125,Nu,,Oct,1,106746,,12.612465753175400,,,
106972,107315,206778,8308,,8Eps Peg,Enif,21.736433,9.875011,211.4165,30.02,1.38,5.0,2.380,-4.246,K2Ibvar,1.520,172.769915,-116.330918,36.257820,0.00002116,0.00002284,0.00000227,5.690584775484340,0.17235145954124500,0.00000014554106690277800,0.000000006690428,Eps,8,Peg,1,106972,,4349.106072324540,Eps,2.404,2.364
107213,107556,207098,8322,Gl 837,49Del Cap,,21.784011,-16.127286,11.8666,263.26,-296.23,-6.3,2.850,2.478,A5mF2 (IV),0.180,9.534405,-6.248606,-3.296196,-0.00000083,0.00001865,-0.00001458,5.703040680804330,-0.28147423843119400,0.0000012763204954305600,-0.000001436163565,Del,49,Cap,1,107213,,8.8879171988482,Del,2.93,2.82
107742,108085,207971,8353,,Gam Gru,,21.898808,-37.364852,64.7249,95.88,-12.10,-2.0,3.000,-1.055,B8III,-0.084,43.853581,-26.892269,-39.280780,0.00001238,0.00002770,-0.00000178,5.7330946093443700,-0.6521396962964810,0.00000046483935691666700,-0.000000058662455,Gam,,Gru,1,107742,,230.14418174085100,,,
108728,109074,209750,8414,,34Alp Aqr,Sadalmelik,22.096399,-0.319851,160.5136,17.90,-9.93,8.0,2.950,-3.078,G2Ib,0.969,140.987693,-76.722268,-0.896054,0.00001381,0.00000834,-0.00000777,5.784823674339430,-0.0055824472424825,0.00000008678164881944450,-0.000000048141998,Alp,34,Aqr,1,108728,,1483.2009671818700,,,
108830,109176,210027,8430,Gl 848,24Iot Peg,,22.116847,25.345112,11.7261,296.73,26.93,-5.5,3.770,3.424,F5V,0.435,9.335368,-5.015491,5.019565,0.00000293,0.00001757,-0.00000102,5.7901768826418,0.442355645402835,0.0000014385876343125,0.000000130560324,Iot,24,Peg,1,108830,,3.7187758332493600,,,
108922,109268,209952,8425,Gl 848.2,Alp Gru,Alnair,22.137209,-46.960975,30.9693,127.60,-147.91,10.9,1.730,-0.725,B7IV,-0.070,18.672505,-9.904001,-22.635193,0.00000136,0.00002096,-0.00002330,5.795507642944740,-0.8196236395192480,0.0000006186222563888890,-0.000000717087914,Alp,,Gru,1,108922,,169.82436524617400,,,
109081,109427,210418,8450,Wo 9771,26The Peg,,22.169996,6.197865,28.2965,281.96,31.23,-7.9,3.520,1.261,A2V,0.086,24.963846,-12.967714,3.054948,0.00001029,0.00003824,0.00000339,5.8040912730807200,0.10817314881398,0.0000013669806536944400,0.000000151407312,The,26,Peg,1,109081,,27.264654585290100,,,
109146,109492,210745,8465,,21Zet Cep,,22.180908,58.201261,256.4103,13.35,4.49,-18.0,3.390,-3.655,K1Ibv SB,1.558,120.077626,-61.940455,217.924077,-0.00000523,0.00002137,-0.00001271,5.806948191322980,1.0158036284711700,0.00000006472262635416670,0.000000021768134,Zet,21,Cep,1,109146,,2523.480772480570,Zet,3.418,3.378
109784,110130,211416,8502,,Alp Tuc,,22.308371,-60.259587,61.2370,-71.48,-38.15,42.0,2.870,-1.065,K3III,1.390,27.447381,-13.018072,-53.171301,0.00000127,-0.00002409,-0.00004291,5.840317928732830,-1.0517282073686700,-0.0000003465448188611110,-0.000000184956419,Alp,,Tuc,1,109784,,232.2736796357110,,,
110049,110395,212061,8518,Wo 9779,48Gam Aqr,,22.360938,-1.387331,50.2008,129.24,8.90,-25.6,3.860,0.356,A0V,-0.057,45.635919,-20.880207,-1.215412,-0.00001067,0.00003947,0.00000280,5.8540797645155100,-0.02421350245135130,0.0000006265732007500000,0.000000043148417,Gam,48,Aqr,1,110049,,62.7480161997852,,,
110614,110960,213051,8558,,55Zet1Aqr,,22.480531,-0.019972,28.1690,191.32,37.47,29.0,3.650,1.401,F3III-IV,0.406,25.969719,-10.912416,-0.009819,0.00003747,0.00001260,0.00000511,5.88538928502342,-0.0003485764777475,0.0000009275455336388890,0.000000181659686,Zet-1,55,Aqr,1,110614,,23.96624529408640,,,
110650,110997,213009,8556,,Del1Gru,,22.487825,-43.495565,94.8767,25.62,-4.23,5.0,3.970,-0.916,G6/G8III,1.022,63.502865,-26.541175,-65.303513,0.00000673,0.00000996,-0.00000493,5.887298737831070,-0.7591408114416580,0.00000012420926495833300,-0.000000020507618,Del-1,,Gru,1,110650,,202.48833065305600,,,
110822,111169,213558,8585,,7Alp Lac,,22.521515,50.282491,31.4564,137.22,17.15,-4.0,3.760,1.271,A1V,0.031,18.613691,-7.587422,24.196371,0.00000362,0.00002112,-0.00000148,5.896118962036660,0.8775950305235280,0.0000006652613324583330,0.000000083145546,Alp,7,Lac,1,110822,,27.014690729572500,,,
111676,112029,214923,8634,,42Zet Peg,,22.691033,10.831364,62.6566,77.38,-10.98,7.0,3.410,-0.575,B8.5V,-0.086,57.962157,-20.678728,11.774377,0.00001511,0.00001956,-0.00000193,5.9404986235522300,0.1890429712152580,0.00000037514882601388900,-0.000000053232542,Zet,42,Peg,1,111676,,147.91083881682100,,,
111768,112122,214952,8636,,Bet Gru,,22.711115,-46.884577,54.2594,135.68,-4.51,2.0,2.070,-1.602,M5III,1.610,34.993484,-12.277259,-39.608199,0.00001232,0.00003350,-0.00000230,5.945755997708020,-0.8182902343195900,0.0000006577952017777780,-0.000000021865096,Bet,,Gru,1,111768,,380.89037649813500,,2.191,1.971
111804,112158,215182,8650,,44Eta Peg,Matar,22.716704,30.221245,65.7030,13.11,-26.11,4.0,2.930,-1.158,G2II-III..,0.852,53.599160,-18.717064,33.070991,0.00000867,0.00000140,-0.00000513,5.947219325141890,0.5274602313825540,0.00000006355907352083330,-0.000000126584851,Eta,44,Peg,1,111804,,253.04630494614000,,,
112084,112440,215665,8667,NN 4295,47Lam Peg,,22.775521,23.565654,111.9821,56.99,-10.46,-4.3,3.970,-1.276,G8II-III,1.070,97.414069,-32.343370,44.770388,0.00000808,0.00002992,-0.00000696,5.96261744858402,0.4112982512742880,0.0000002762953165486110,-0.00000005071151,Lam,47,Peg,1,112084,,282.09799536634300,,,
112263,112623,215789,8675,Wo 9796,Eps Gru,,22.809239,-51.316864,39.5257,108.47,-65.93,-3.0,3.490,0.506,A3V,0.083,23.513371,-7.577057,-30.854309,-0.00000484,0.00002339,-0.00000550,5.971444798427240,-0.8956482338295160,0.0000005258773992986110,-0.000000319637659,Eps,,Gru,1,112263,,54.651237451987200,,,
112364,112724,216228,8694,,32Iot Cep,,22.828020,66.200408,35.3482,-66.10,-124.74,-12.0,3.500,0.758,K0III,1.053,13.598133,-4.308340,32.342180,0.00001050,-0.00001521,-0.00001985,5.976361767958880,1.1554150783798800,-0.00000032046184284722200,-0.000000604756585,Iot,32,Cep,1,112364,,43.33112852118380,,,
112389,112748,216131,8684,NN 4298,48Mu  Peg,,22.833385,24.601579,32.5309,144.11,-43.44,15.3,3.510,0.949,M2III,0.933,28.209183,-8.893887,13.542862,0.00002312,0.00001654,0.00000029,5.977766089318710,0.42937855822320800,0.0000006986649950486110,-0.000000210603062,Mu,48,Peg,1,112389,,36.3412616064223,,,
112601,112961,216386,8698,,73Lam Aqr,,22.876910,-7.579599,118.0638,19.51,32.71,-9.0,3.730,-1.631,M2IIIvar,1.626,112.009754,-33.916636,-15.573012,-0.00000313,0.00001262,0.00001977,5.989161012637550,-0.1322889624026530,0.0000000945871490763889,0.000000158582554,Lam,73,Aqr,1,112601,,391.20103938735100,Lam,3.773,3.703
112776,113136,216627,8709,,76Del Aqr,,22.910837,-15.820820,49.2368,-44.08,-24.81,18.0,3.270,-0.191,A3V,0.066,45.459019,-13.325406,-13.423467,0.00001249,-0.00001462,-0.00001072,5.998043116073630,-0.27612540246989800,-0.0000002137058703888890,-0.000000120282274,Del,76,Aqr,1,112776,,103.8484455008270,,,
113008,113368,216956,8728,Gl 881,24Alp PsA,Fomalhaut,22.960838,-29.622236,7.7036,329.22,-164.22,6.1,1.170,1.737,A3V,0.145,6.450517,-1.799476,-3.807757,0.00000561,0.00001120,-0.00000841,6.011133383906490,-0.5170055514089770,0.000001596103599125,-0.000000796161026,Alp,24,PsA,1,113008,,17.587333541355700,,,
113366,113726,217675,8762,,1Omi And,,23.032017,42.325979,210.5263,22.47,0.24,-14.0,3.620,-2.997,B6pv SB,-0.099,150.676276,-39.022904,141.757338,-0.00000466,0.00002490,-0.00000946,6.029767825204300,0.73872769518108,0.00000010893763402083300,0.000000001163552,Omi,1,And,1,113366,,1376.5753865094200,Omi,3.686,3.586
113521,113881,217906,8775,,53Bet Peg,Scheat,23.062901,28.082789,60.0962,187.76,137.61,9.0,2.440,-1.454,M2II-IIIvar,1.655,51.433435,-12.877612,28.290136,0.00000286,0.00005567,0.00003970,6.037853304003960,0.49013713158091900,0.000000910286166611111,0.000000667152105,Bet,53,Peg,1,113521,,332.35330357747700,Bet,2.584,2.384
113603,113963,218045,8781,,54Alp Peg,Markab,23.079348,15.205264,40.8831,61.10,-42.56,-4.0,2.490,-0.568,B9.5III,-0.002,38.311434,-9.417123,10.722722,0.00000121,0.00001217,-0.00000921,6.042159145935140,0.2653819265538580,0.0000002962211588194440,-0.000000206336702,Alp,54,Peg,1,113603,,146.96028989796500,,,
113980,114341,218594,8812,,88    Aqr,,23.157443,-21.172410,82.9876,55.99,31.25,21.0,3.680,-0.915,K1III,1.202,75.510914,-16.931759,-29.973162,0.00002890,0.00001660,0.00000397,6.062604388162820,-0.36952825733759400,0.00000027144717974305600,0.000000151504275,,88,Aqr,1,113980,,202.30191786782700,,,
114059,114421,218670,8820,,Iot Gru,,23.172640,-45.246711,56.1798,132.42,-26.27,-4.0,3.880,0.132,K0III SB,0.998,38.629453,-8.500488,-39.895777,-0.00000002,0.00003693,-0.00000213,6.066583043414910,-0.7897040864048390,0.0000006419902757916670,-0.000000127360553,Iot,,Gru,1,114059,,77.12585649892140,,,
114609,114971,219615,8852,,6Gam Psc,,23.286094,3.282289,42.3012,760.35,17.96,-14.0,3.700,0.568,G7III,0.916,41.496215,-7.847237,2.421966,0.00001472,0.00015590,0.00000286,6.096285055957180,0.057286747884698700,0.0000036862808201041700,0.000000087072537,Gam,6,Psc,1,114609,,51.61786054966730,,,
114634,114996,219571,8848,Wo 9818,Gam Tuc,,23.290498,-58.235734,23.0574,-34.93,79.59,18.4,3.990,2.176,F1III,0.410,11.929297,-2.241691,-19.604030,0.00001645,-0.00000706,-0.00001132,6.097438026227590,-1.0164053016969300,-0.00000016934541861805600,0.000000385863208,Gam,,Tuc,1,114634,,11.738159324832200,,,
115073,115438,220321,8892,,98    Aqr,,23.382842,-20.100580,50.1002,-120.27,-96.70,-7.0,3.960,0.461,K0III,1.082,46.435798,-7.568697,-17.217874,-0.00001930,-0.00002645,-0.00001959,6.121613721002630,-0.3508213031297540,-0.0000005830854136041670,-0.000000468814829,,98,Aqr,1,115073,,56.963937334118400,,,
116218,116584,222107,8961,Wo 9832,16Lam And,,23.626056,46.458152,26.4061,159.22,-421.46,6.8,3.810,1.701,G8III-IV,0.984,18.103691,-1.777950,19.141071,0.00004568,0.00001599,-0.00003212,6.185286913303000,0.8108477121622930,0.0000007719203421805560,-0.000002043295738,Lam,16,And,1,116218,,18.18025623774260,Lam,3.951,3.741
116361,116727,222404,8974,Gl 903,35Gam Cep,,23.655820,77.632276,14.1024,-48.85,127.18,-43.1,3.210,2.464,K1IV,1.031,3.008186,-0.271815,13.774751,-0.00001816,-0.00000171,-0.00004119,6.193079297724520,1.3549388191278300,-0.0000002368314829513890,0.000000616586038,Gam,35,Cep,1,116361,,9.003264310597220,,,
118360,,,,Gl 194B,,,5.277926,46.000842,12.9383,80.57,-422.38,33.9,0.960,0.401,G0 III,,1.689045,8.828648,9.308413,0.00000314,0.00004332,0.00000654,1.381757778719120,0.8028661534716,0.000000390614382423611,-0.000002047770568,,,Aur,2,24549,Gl 194,60.20048636844590,,,
118485,,60178,2890,Gl 278B,66Alp Gem,,7.576827,31.890520,15.8053,-162.69,-98.14,-1.2,2.850,1.856,A m,,-5.383676,12.292323,8.349873,0.00001024,0.00000769,-0.00000703,1.9836087168311600,0.5565945679503,-0.0000007887433768958330,-0.000000475800994,Alp,66,Gem,2,36744,Gl 278,15.761589049638400,,,
118838,,110380,4826,Gl 482B,29Gam Vir,,12.694171,-1.449235,11.8301,-559.96,6.84,-19.6,3.520,3.155,F0 V,,-11.630574,-2.137246,-0.299172,0.00001389,0.00003521,0.00000090,3.3233262358657200,-0.02529392369485,-0.000002714762685638890,0.000000033166103,Gam,29,Vir,2,61748,Gl 482,4.7643098680541600,,,
118887,,116657,5055,NN 3784B,79Zet UMa,,13.398996,54.920471,24.1546,105.74,-30.32,-9.3,3.950,2.035,A1 m,0.13,-12.960884,-4.971592,19.766651,0.00000682,-0.00001064,-0.00000982,3.507849063099290,0.9585430452246500,0.0000005126419858194450,-0.000000146995507,Zet,79,UMa,2,118887,NN 3784,13.365955165464400,,,
119131,,,,Gl 656.1B,,,17.172783,-15.726921,25.7931,36.81,92.98,0.0,3.400,1.342,A3 V,,-5.334832,-24.247587,-6.991291,0.00000382,-0.00000407,0.00001119,4.495824062995790,-0.27448655173925,0.00000017845991581250000,0.000000450765215,,,Oph,2,83755,Gl 656.1,25.304630494614000,,,
